City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Mezen,65.8522,44.24,24.84,94,30,4.38,RU,2022-04-16 18:07:30
384,Sorland,67.667,12.6934,42.58,98,99,13.94,NO,2022-04-16 18:07:31
385,Kirya,-3.9167,37.4833,70.05,94,100,5.44,TZ,2022-04-16 18:07:31
386,Cartagena,10.3997,-75.5144,89.22,66,40,12.66,CO,2022-04-16 18:05:23
387,Wana,32.2989,69.5725,73.09,22,93,5.91,PK,2022-04-16 18:07:32
388,Neuquen,-38.9516,-68.0591,71.49,33,0,8.05,AR,2022-04-16 18:04:15
389,Hatillo,18.4863,-66.8254,88.84,75,57,1.01,PR,2022-04-16 18:07:32
390,Poltavka,54.3663,71.7632,55.0,50,100,7.94,RU,2022-04-16 18:07:32
391,Chitral,35.8462,71.7858,62.11,37,63,2.98,PK,2022-04-16 18:07:33
392,Surgut,61.25,73.4167,32.18,86,40,11.18,RU,2022-04-16 18:07:33
393,Porto Nacional,-10.7081,-48.4172,87.8,80,99,2.86,BR,2022-04-16 18:07:34
394,Tela,15.7833,-87.45,87.75,74,40,6.91,HN,2022-04-16 18:07:34
395,Huarmey,-10.0681,-78.1522,73.0,70,86,12.3,PE,2022-04-16 18:05:32
396,Brechin,56.7299,-2.6573,56.86,81,100,8.9,GB,2022-04-16 18:07:35
397,Santa Cruz,-17.8,-63.1667,76.46,53,75,11.5,BO,2022-04-16 18:05:19
398,Tabriz,38.08,46.2919,47.66,49,75,9.22,IR,2022-04-16 18:07:35
399,Ndele,8.4109,20.6473,86.92,37,84,3.87,CF,2022-04-16 18:03:34
400,Porto Novo,6.4965,2.6036,82.15,70,100,5.48,BJ,2022-04-16 18:07:36
401,Teguldet,57.3064,88.1667,46.2,86,98,9.04,RU,2022-04-16 18:07:36
402,Edirne,41.6772,26.556,63.81,62,100,1.77,TR,2022-04-16 18:07:37
403,Salinas,36.6777,-121.6555,59.76,82,100,13.8,US,2022-04-16 18:05:08
404,Rocha,-34.4833,-54.3333,68.72,54,81,6.33,UY,2022-04-16 18:06:26
405,Terre Haute,39.4667,-87.4139,54.25,41,0,14.97,US,2022-04-16 18:03:58
406,Ouidah,6.3631,2.0851,83.39,75,86,12.35,BJ,2022-04-16 18:07:08
407,Kasongo-Lunda,-6.4667,16.8167,73.18,91,55,0.22,CD,2022-04-16 18:07:38
408,Warrington,53.3925,-2.5802,67.32,61,20,8.05,GB,2022-04-16 18:03:21
409,Akureyri,65.6835,-18.0878,46.8,87,100,9.46,IS,2022-04-16 18:07:38
410,Vladyslavivka,45.1667,35.3667,47.68,78,86,10.85,UA,2022-04-16 18:07:39
411,Camana,-16.6228,-72.7111,70.9,71,95,11.1,PE,2022-04-16 18:07:39
412,Nacimiento,-37.5,-72.6667,78.71,23,0,5.28,CL,2022-04-16 18:07:39
413,Jos,9.9167,8.9,77.05,58,95,0.65,NG,2022-04-16 18:07:40
414,Tanem,63.3078,10.4319,49.89,66,72,1.88,NO,2022-04-16 18:07:40
415,Inyonga,-6.7167,32.0667,67.08,90,96,3.71,TZ,2022-04-16 18:07:41
416,Olafsvik,64.8945,-23.7142,43.83,97,100,10.92,IS,2022-04-16 18:07:41
417,Cuamba,-14.8031,36.5372,68.77,96,24,2.95,MZ,2022-04-16 18:07:41
418,Ondo,7.1,4.8333,82.69,66,98,4.5,NG,2022-04-16 18:07:42
419,Muisne,0.6,-80.0333,80.65,77,97,10.27,EC,2022-04-16 18:08:42
420,Tambura,5.6,27.4667,72.21,89,83,3.83,SS,2022-04-16 18:08:43
421,Kudahuvadhoo,2.6708,72.8944,84.16,75,58,7.96,MV,2022-04-16 18:08:09
422,Keskin,39.6731,33.6136,53.58,46,100,6.35,TR,2022-04-16 18:08:43
423,Saint-Pierre,-21.3393,55.4781,76.91,78,20,14.97,RE,2022-04-16 18:08:44
424,Porbandar,21.6422,69.6093,81.0,73,0,9.22,IN,2022-04-16 18:08:44
425,Iralaya,15.0,-83.2333,83.41,62,74,7.43,HN,2022-04-16 18:08:44
426,Tiebissou,7.1574,-5.2257,86.04,66,98,6.89,CI,2022-04-16 18:08:45
427,Fianarantsoa,-21.4333,47.0833,64.42,96,67,3.96,MG,2022-04-16 18:08:45
428,La Asuncion,11.0333,-63.8628,81.5,73,20,21.18,VE,2022-04-16 18:08:46
429,Sehithwa,-20.4667,22.7167,74.35,63,95,7.05,BW,2022-04-16 18:08:46
430,Cumberland,35.0502,-78.8664,75.87,72,100,11.5,US,2022-04-16 18:05:02
431,Pryluky,50.5932,32.3876,40.66,82,100,11.81,UA,2022-04-16 18:08:46
432,Dogondoutchi,13.6393,4.0287,96.24,19,95,11.61,NE,2022-04-16 18:08:47
433,Ionia,42.9873,-85.0711,39.4,56,100,14.97,US,2022-04-16 18:07:55
434,Sao Mateus Do Sul,-25.8742,-50.3828,70.79,42,8,1.12,BR,2022-04-16 18:08:47
435,El Alto,-4.2714,-81.2147,80.26,71,87,12.55,PE,2022-04-16 18:08:48
436,Coello,4.2891,-74.8982,88.32,58,90,4.85,CO,2022-04-16 18:08:48
437,Port Maria,18.3685,-76.8895,86.05,77,16,10.33,JM,2022-04-16 18:08:49
438,Warmbad,-28.45,18.7333,71.26,31,0,6.55,NA,2022-04-16 18:08:49
439,The Valley,18.217,-63.0578,84.06,65,40,20.71,AI,2022-04-16 18:08:49
440,Ascension,30.2169,-90.9001,86.0,70,40,13.8,US,2022-04-16 18:08:50
441,Penalva,-3.2942,-45.1736,83.5,83,85,3.06,BR,2022-04-16 18:08:50
442,Durban,-29.8579,31.0292,61.92,93,100,5.01,ZA,2022-04-16 18:04:32
443,Ritchie,-29.038,24.6028,59.88,86,80,8.03,ZA,2022-04-16 18:08:51
444,Pedasi,7.5333,-80.0333,85.21,65,99,11.79,PA,2022-04-16 18:08:51
445,Tabou,4.423,-7.3528,81.21,77,96,8.93,CI,2022-04-16 18:08:51
446,Kutahya,39.4242,29.9833,56.23,53,92,0.6,TR,2022-04-16 18:08:52
447,Mbandaka,0.0487,18.2603,77.36,75,71,2.19,CD,2022-04-16 18:08:52
448,Elizabeth City,36.2946,-76.2511,73.42,71,40,11.5,US,2022-04-16 18:08:53
449,Ipixuna,-1.7625,-48.8043,82.76,79,96,4.41,BR,2022-04-16 18:08:53
450,Santiago De Cao,-7.9589,-79.2392,66.33,77,75,13.8,PE,2022-04-16 18:08:53
451,Faya,18.3851,42.4509,66.72,41,10,1.95,SA,2022-04-16 18:08:54
452,Moreira Sales,-24.0622,-53.0069,71.74,52,0,1.74,BR,2022-04-16 18:08:54
453,Melo,-32.3667,-54.1833,73.74,38,5,9.48,UY,2022-04-16 18:08:00
454,Humaita,-7.5061,-63.0208,84.24,79,98,2.15,BR,2022-04-16 18:08:55
455,Palasa,18.7667,84.4167,79.38,76,74,8.1,IN,2022-04-16 18:08:55
456,Atbasar,51.8,68.3333,51.66,61,98,6.02,KZ,2022-04-16 18:08:56
457,Kismayo,-0.3582,42.5454,82.89,80,100,15.84,SO,2022-04-16 18:04:23
458,San Cristobal,7.7669,-72.225,80.78,48,94,8.19,VE,2022-04-16 18:07:45
459,Bilaspur,22.0833,82.15,84.54,14,2,3.91,IN,2022-04-16 18:08:56
460,Warah,27.4481,67.7978,95.86,11,76,2.37,PK,2022-04-16 18:08:57
461,Clacton-On-Sea,51.7897,1.156,56.14,77,6,1.99,GB,2022-04-16 18:08:57
462,Tias,28.9611,-13.645,69.48,78,0,16.11,ES,2022-04-16 18:08:58
463,Salaga,8.5508,-0.5188,80.06,63,100,2.51,GH,2022-04-16 18:08:58
464,Alta Floresta,-9.8756,-56.0861,81.84,82,91,2.51,BR,2022-04-16 18:08:58
465,Luanda,-8.8368,13.2343,80.6,83,75,13.8,AO,2022-04-16 18:04:18
466,Soyo,-6.1349,12.3689,79.59,86,75,7.65,AO,2022-04-16 18:09:59
467,Sept-Iles,50.2001,-66.3821,42.06,80,75,19.57,CA,2022-04-16 18:09:59
468,Sabha,27.0377,14.4283,78.03,17,0,16.53,LY,2022-04-16 18:10:00
469,Antalaha,-14.9003,50.2788,75.65,85,1,8.75,MG,2022-04-16 18:10:00
470,Grindavik,63.8424,-22.4338,48.67,100,75,18.41,IS,2022-04-16 18:10:01
471,Karasuk,53.7377,78.0403,59.95,27,70,14.12,RU,2022-04-16 18:10:01
472,Atasu,48.6814,71.6433,60.3,22,100,9.84,KZ,2022-04-16 18:10:02
473,Aswan,24.0934,32.907,91.2,8,0,10.83,EG,2022-04-16 18:05:46
474,Upata,8.0086,-62.3989,88.0,43,98,8.77,VE,2022-04-16 18:10:03
475,Teguise,29.0605,-13.564,68.22,78,0,16.11,ES,2022-04-16 18:10:04
476,Ginda,30.6945,78.4932,55.54,46,57,7.61,IN,2022-04-16 18:10:05
477,Florida,28.7505,-82.5001,87.01,69,0,6.91,US,2022-04-16 18:10:06
478,Tourlaville,49.6383,-1.5664,54.82,76,11,9.22,FR,2022-04-16 18:10:06
479,Calvinia,-31.4707,19.776,62.1,41,0,15.61,ZA,2022-04-16 18:10:07
480,Yar-Sale,66.8333,70.8333,14.83,90,100,17.11,RU,2022-04-16 18:10:07
481,Kogon,39.7228,64.5517,73.44,43,0,11.5,UZ,2022-04-16 18:10:08
482,Hofn,64.2539,-15.2082,45.86,99,100,12.93,IS,2022-04-16 18:10:08
483,Goderich,43.7501,-81.7165,36.91,60,3,11.92,CA,2022-04-16 18:08:29
484,Moussoro,13.6408,16.4901,95.2,24,42,9.62,TD,2022-04-16 18:10:09
485,Khash,28.2211,61.2158,74.28,24,27,7.25,IR,2022-04-16 18:10:09
486,Sinnamary,5.3833,-52.95,82.08,71,87,10.65,GF,2022-04-16 18:10:10
487,Bell Ville,-32.6259,-62.6887,74.66,27,26,7.2,AR,2022-04-16 18:10:10
488,Tharad,24.3961,71.6267,84.85,56,0,13.89,IN,2022-04-16 18:10:11
489,Stornoway,58.2093,-6.3865,52.93,77,100,21.85,GB,2022-04-16 18:10:11
490,Tulu Bolo,8.6667,38.2167,64.24,71,100,3.91,ET,2022-04-16 18:10:12
491,Zuwarah,32.9312,12.082,61.54,71,66,13.8,LY,2022-04-16 18:09:20
492,Beberibe,-4.1797,-38.1306,83.98,72,75,7.9,BR,2022-04-16 18:10:12
493,Bosaso,11.2842,49.1816,83.1,73,7,2.15,SO,2022-04-16 18:10:13
494,Visnes,59.3556,5.2242,46.81,71,75,9.22,NO,2022-04-16 18:10:13
495,Suoyarvi,62.0833,32.35,27.99,92,93,0.67,RU,2022-04-16 18:10:14
496,Pascagoula,30.3658,-88.5561,86.56,66,0,8.32,US,2022-04-16 18:10:14
497,Sompeta,18.9333,84.6,81.12,64,78,11.83,IN,2022-04-16 18:07:20
498,Kibala,9.1104,18.3463,95.11,24,27,4.14,TD,2022-04-16 18:10:15
499,Mangan,27.5167,88.5333,65.44,67,58,7.09,IN,2022-04-16 18:10:15
500,Dalbandin,28.8947,64.4101,84.96,16,92,5.61,PK,2022-04-16 18:10:15
501,Gambela,8.25,34.5833,74.21,84,100,1.34,ET,2022-04-16 18:10:16
502,Gayeri,12.6497,0.4931,91.31,32,99,16.11,BF,2022-04-16 18:10:16
503,Canakkale,40.0833,26.8333,55.98,75,91,1.45,TR,2022-04-16 18:10:16
504,Yarmouth,41.7057,-70.2286,63.07,71,75,20.71,US,2022-04-16 18:10:17
505,Weymouth,42.2209,-70.9398,71.47,41,100,25.32,US,2022-04-16 18:10:17
506,Iskateley,67.6803,53.1512,8.24,99,92,4.29,RU,2022-04-16 18:10:18
507,Abha,18.2164,42.5053,66.45,45,0,0.0,SA,2022-04-16 18:05:42
508,Maiduguri,11.8464,13.1603,97.66,24,66,4.68,NG,2022-04-16 18:10:18
509,Lakota,5.8528,-5.6883,77.32,82,100,4.9,CI,2022-04-16 18:10:19
510,Naryan-Mar,67.6713,53.087,8.58,99,90,4.25,RU,2022-04-16 18:10:19
511,Penzance,50.1186,-5.5371,58.32,77,20,11.5,GB,2022-04-16 18:10:20
512,Shemursha,54.8866,47.5189,38.35,77,100,14.94,RU,2022-04-16 18:10:20
513,Grand Gaube,-20.0064,57.6608,79.2,81,15,7.0,MU,2022-04-16 18:11:20
514,Varkkallai,8.7341,76.7067,85.78,79,63,4.41,IN,2022-04-16 18:08:05
515,Tshikapa,-6.4167,20.8,75.58,82,96,2.68,CD,2022-04-16 18:11:21
516,Trelew,-43.249,-65.3051,63.5,37,3,11.65,AR,2022-04-16 18:08:31
517,Dimitrovgrad,54.2139,49.6184,41.68,70,98,7.94,RU,2022-04-16 18:11:22
518,Quatre Cocos,-20.2078,57.7625,78.91,81,53,15.5,MU,2022-04-16 18:11:22
519,Rognan,67.0953,15.3878,43.88,87,100,3.11,NO,2022-04-16 18:11:23
520,Bindura,-17.3019,31.3306,70.77,62,93,5.57,ZW,2022-04-16 18:11:23
521,Mirabad,30.4362,61.8383,82.26,23,92,16.11,AF,2022-04-16 18:11:24
522,La Palma,33.8464,-118.0467,67.77,67,75,6.91,US,2022-04-16 18:11:24
523,Akdepe,42.0551,59.3788,59.31,49,80,12.88,TM,2022-04-16 18:11:25
524,Trairi,-3.2778,-39.2689,83.07,74,87,7.2,BR,2022-04-16 18:11:25
525,Oussouye,12.485,-16.5469,86.18,47,15,15.95,SN,2022-04-16 18:11:26
526,Carutapera,-1.195,-46.02,83.05,75,96,6.13,BR,2022-04-16 18:11:26
527,Montgomery,39.1501,-77.1997,78.55,31,0,12.66,US,2022-04-16 18:11:27
528,Cerrito,6.8432,-72.694,63.66,75,79,0.76,CO,2022-04-16 18:11:27
529,Kachiry,53.0675,76.1036,60.12,37,83,5.68,KZ,2022-04-16 18:11:28
530,Nizhnyaya Omka,55.4338,74.9426,57.38,45,100,9.31,RU,2022-04-16 18:11:28
531,Takestan,36.0696,49.6959,41.63,72,64,14.25,IR,2022-04-16 18:11:28
532,Kilindoni,-7.9139,39.6668,81.77,81,95,14.67,TZ,2022-04-16 18:11:29
533,Lokosovo,61.1333,74.8167,32.59,87,100,11.27,RU,2022-04-16 18:11:29
534,Natal,-5.795,-35.2094,88.45,66,40,16.11,BR,2022-04-16 18:11:30
535,Sambava,-14.2667,50.1667,77.36,85,3,12.64,MG,2022-04-16 18:11:30
536,Murgab,37.4966,61.9714,67.37,39,65,8.95,TM,2022-04-16 18:11:31
537,Yarada,17.65,83.2667,84.52,79,75,5.75,IN,2022-04-16 18:11:31
538,Harda,22.3333,77.1,89.85,16,0,7.29,IN,2022-04-16 18:11:32
539,Plettenberg Bay,-34.0527,23.3716,59.65,75,21,10.45,ZA,2022-04-16 18:11:32
540,Storforshei,66.4043,14.5233,39.65,100,100,0.0,NO,2022-04-16 18:11:33
541,George Town,5.4112,100.3354,82.33,83,20,0.0,MY,2022-04-16 18:08:07
542,La Carolina,38.2756,-3.6153,71.83,41,16,4.38,ES,2022-04-16 18:11:33
543,Paita,-5.0892,-81.1144,74.91,69,53,14.32,PE,2022-04-16 18:11:33
544,Cameta,-2.2444,-49.4958,83.91,75,56,4.76,BR,2022-04-16 18:11:34
545,Coxim,-18.5067,-54.76,85.39,43,1,6.11,BR,2022-04-16 18:11:34
546,Santiago,-33.4569,-70.6483,79.29,38,0,10.36,CL,2022-04-16 18:10:22
547,Melfi,40.9965,15.6514,49.64,84,100,7.54,IT,2022-04-16 18:11:35
548,Amantea,39.1332,16.0746,63.16,62,98,6.04,IT,2022-04-16 18:11:35
549,Blagoyevo,63.3667,47.9167,20.64,95,53,3.4,RU,2022-04-16 18:11:36
550,Lydenburg,-25.0978,30.4597,54.5,94,100,6.4,ZA,2022-04-16 18:11:36
551,Arnsberg,51.3297,8.0071,53.1,60,27,5.53,DE,2022-04-16 18:11:36
552,Ambanja,-13.6833,48.45,76.96,90,24,2.71,MG,2022-04-16 18:11:37
553,Belyy Yar,53.6039,91.3903,40.89,45,24,4.47,RU,2022-04-16 18:11:37
554,Bani Walid,31.7566,13.9942,66.54,50,43,20.78,LY,2022-04-16 18:11:38
555,Kamenka,51.3223,42.7678,51.21,76,100,11.45,RU,2022-04-16 18:11:38
556,Fonte Boa,-2.4959,-66.2662,79.05,91,97,4.72,BR,2022-04-16 18:12:39
557,Milas,37.3164,27.7839,67.35,26,75,5.75,TR,2022-04-16 18:11:53
558,Ribeira Brava,32.65,-17.0667,74.71,54,100,8.86,PT,2022-04-16 18:12:39
559,Harper,4.375,-7.7169,80.96,79,71,8.12,LR,2022-04-16 18:12:40
560,Salalah,17.0151,54.0924,82.49,83,40,5.75,OM,2022-04-16 18:12:40
561,Verkhniy Lomov,53.4678,43.5511,50.85,77,100,16.58,RU,2022-04-16 18:12:40
562,Trebinje,42.7119,18.3442,64.74,42,0,27.63,BA,2022-04-16 18:09:30
563,Hvide Sande,56.0045,8.1294,47.08,68,65,4.21,DK,2022-04-16 18:12:41
564,Geraldton,-28.7667,114.6,66.61,77,86,9.22,AU,2022-04-16 18:12:42
565,Rurrenabaque,-14.4413,-67.5278,88.05,40,5,3.15,BO,2022-04-16 18:12:42
566,Marawi,7.9986,124.2928,68.5,94,54,0.87,PH,2022-04-16 18:08:12
567,Malanje,-9.5402,16.341,66.6,93,43,2.51,AO,2022-04-16 18:12:42
568,Mayumba,-3.432,10.6554,78.91,88,34,5.23,GA,2022-04-16 18:12:43
569,Beyneu,45.3167,55.2,61.83,35,10,5.97,KZ,2022-04-16 18:12:43
570,Grand Baie,-20.0182,57.5802,79.27,81,12,7.0,MU,2022-04-16 18:12:44
571,Normandin,48.8333,-72.5321,37.53,52,43,14.97,CA,2022-04-16 18:12:44
572,Pomabamba,-8.8333,-77.4667,64.56,43,93,6.08,PE,2022-04-16 18:12:45
573,Valparaiso,-33.0393,-71.6273,64.04,70,0,11.5,CL,2022-04-16 18:12:45
574,Puerto Ayacucho,5.6639,-67.6236,81.23,74,100,6.49,VE,2022-04-16 18:12:46
575,Ugra,54.7777,34.3267,35.1,90,100,11.68,RU,2022-04-16 18:12:46
